ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
1V-08;3431860;1;Seg;98;18;6;SBH;male;30;101;33.7;79;31;2;32.1;11.9;5;4.8
1V-19;3431965;1;Seg;98;36;16;BNN;male;20;101;32.85;86;29;2;35.7;12.2;5.2;5.2
1V-19;3431965;1;Seg;98;45;7;AGK;male;20;101;32.7;80;31;1;32.9;11.6;5;4.9
1V-31;3431861;1;Seg;98;18;7;SBH;male;35;103;33;82;31;2;34.2;12.2;5.1;4.8
1V-48;3431864;1;Seg;98;24;8;HWL;male;20;96;33.4;78;27;1;33.6;13;5.2;5.1
1V-73;3431865;1;Seg;98;24;10;SBH;male;20;101;33.8;78;31;2;NA;12.9;5.1;5
1V-73;3431865;1;Seg;98;35;10;BNN;male;20;101;33.85;79;28;1;35.6;13.1;5.2;5.1
1V-88;3431867;1;Seg;98;41;8;SBH;male;35;106;34.1;84;32;1;35;12.7;5.2;4.8
1V-95;3431868;1;Seg;98;42;8;MSR;male;30;99;33.25;81;26;1;34.4;12.4;5.1;4.9
V9-30;3431866;1;Seg;98;24;11;HWL;male;20;100;33.7;77;29;1;34.1;11.4;5.2;4.5
V9-42;3431899;1;Seg;98;63;8;BNN;female;20;97;32.15;78;26;1;27.7;12.2;5.2;5.1
H5-90;3423785;1;Fro;98;45;14;SBH;male;30;101;34.2;79;30;1;32.9;12.2;4.9;4.8
H8-97;3431582;1;Fro;98;45;14;SBH;male;20;100;33.8;79;30;2;34.2;12.9;5.1;4.8
1V-02;3440676;1;Fro;98;45;13;SBH;male;35;102;34.7;80;30;2;36.3;13.1;5.2;4.9
H4-50;3423512;1;Tys;98;44;7;SBH;female;40;94;31.2;72;25;3;32.3;12.2;5.1;5
1V-00;3431869;1;Tys;98;44;6;SBH;male;30;102;32.4;79;29;1;33.2;12.9;5.1;4.9
H8-07;3377840;1;Tys;98;19;6;BNN;male;60;102;34.6;79;29;1;34.9;14.1;5.2;5.1
1V-22;3431697;1;Bjo;98;22;9;……N;male;20;102;34.1;80;30;1;33.5;12.4;5;5.4
1V-22;3431697;2;Bjo;98;24;11;BHN;male;20;102;33.95;80;30;1;33.1;12.6;5.1;5.2
1V-91;3377149;1;Bjo;98;24;12;BHN;female;35;100;33.6;79;31;3;33.7;12.6;5.2;5
1V-25;3252952;1;Ven;98;17;7;LSN;male;35;99;34.15;79;27;1;32;13.2;5.1;5.1
H3-43;3402116;1;Ven;98;17;7;BNN;male;50;103;NA;NA;NA;4;35.5;NA;NA;NA
5H-01;3423752;1;Ven;98;17;7;BNN;male;30;102;32.95;80;29;1;33.7;12;5.2;5
5H-01;3423752;2;Ven;98;30;14;LSN;male;30;101;32.9;77;25;1;NA;12;5.6;4.8
H-;3252973;1;Ven;98;50;5;LEN;female;20;94;33;77;29;1;31;13;5;5.2
1V-15;3252978;1;Ven;98;17;11;LSN;male;30;98;32.8;76;29;3;32.5;12.8;5.2;4.9
H4-32;3252983;1;Ven;98;30;12;LSN;male;20;100;34.4;79;27;1;36;11.9;4.9;4.9
H8-11;3252982;1;Ven;98;29;6;LSN;male;20;98;34.25;75;27;1;35;12.8;5.2;4.9
H9-;3431882;1;Kvi;98;104;6;MSR;NA;10;100;33.05;76;30;1;29;12.6;5.2;5
H9-;3431893;1;Kvi;98;135;10;MSR;NA;10;101;34.5;79;30;3;31.4;12.4;5.5;5.2
H9-11;3431977;1;Kvi;98;101;12;LBT;NA;10;97;31.95;75;29;4;29.5;13;5.2;4.8
H9-;3431984;1;Kvi;98;101;12;KIL;NA;10;94;32.1;74;28;3;31;12;5.2;5.3
H9-;3431989;1;Kvi;98;104;9;MSR;NA;10;96;32.95;75;29;1;27.8;12;5.2;5
H9-;3431991;1;Kvi;98;114;10;SOL;NA;10;98;34.15;75;30;4;34.1;12;5.2;5.1
H9-;3431992;1;Kvi;98;111;9;TSN;NA;10;99;35.8;79;30;3;34.3;12;5.2;5.2
H9-;3431995;1;Kvi;98;114;11;TSN;NA;10;96;33.15;77;27;3;31.8;12.7;4.8;5.2
H9-;3431997;1;Kvi;98;135;11;MSR;NA;10;94;33;71;28;4;31.7;12.2;5;5.8
H9-;3431998;1;Kvi;98;107;10;MSR;NA;10;94;32.5;76;27;4;31;12.3;5.3;5.7
H9-;3439004;1;Kvi;98;107;8;MSR;NA;10;94;31.4;72;28;3;30;11.7;5.1;5.1
H9-;3439010;1;Kvi;98;122;7;JDT;NA;10;98;34.3;79;31;2;31.1;11.9;4.9;4.8
H9-;3439012;1;Kvi;98;114;8;TSN;NA;10;101;33.95;80;31;2;32.2;11.3;5;5.1
H9-;3439013;1;Kvi;98;117;12;TSN;NA;10;96;33.9;74;30;3;31.7;11.7;5;5.2
H9-;3439014;1;Kvi;98;117;12;JDT;NA;10;98;34.15;77;29;3;34.6;10.6;5.2;5.6
H9-;3439019;1;Kvi;98;129;11;MSR;NA;10;98;33.3;80;29;3;33;11.7;5.6;5.4
H9-82;3439104;1;Kvi;98;80;7;MSR;NA;10;99;32.7;79;28;2;29.9;12.1;5.3;4.9
H9-;3439110;1;Kvi;98;80;8;BNN;NA;10;96;32.7;73;28;2;29.5;11;5.1;5.1
H9-;3439124;1;Kvi;98;93;9;MSR;NA;10;95;33.6;75;28;3;27.4;11.2;5.3;5.2
H9-;3439124;2;Kvi;98;104;10;MSR;NA;10;93;33.35;73;25;4;30.5;11.8;5.2;5.3
H9-;3439129;1;Kvi;98;80;7;BNN;NA;10;97.5;33.8;74;28;1;29.6;12;5.2;5.2
H9-45;3439205;1;Kvi;98;77;6;MSR;NA;10;96;32.45;77;28;2;30.8;11.1;5.1;4.8
H9-97;3439208;1;Kvi;98;77;7;MSR;NA;10;99;34.2;81;29;1;32.7;12.1;5.2;4.9
H9-;3439217;1;Kvi;98;93;7;MSR;NA;10;99;34.3;78;29;4;32.9;12.8;5.5;5.6
H9-;3439218;1;Kvi;98;87;10;MSR;NA;10;94;32;70;27;2;26.9;11.7;5.1;5
H9-44;3439222;1;Kvi;98;97;7;MSR;NA;10;93;31.75;72;29;5;33.2;12.3;5.1;5.3
H9-;3439230;1;Kvi;98;93;10;MSR;NA;10;95;32.25;73;28;2;26.6;11.1;4.8;5.1
H9-;3439235;1;Kvi;98;93;9;MSR;NA;10;98;33.7;73;29;3;32.3;13.2;5.4;5.3
H9-;3439242;1;Kvi;98;97;8;MSR;NA;10;99;34.75;75;28;4;32.4;11.7;5.2;5.2
H9-;3439245;1;Kvi;98;97;10;MSR;NA;10;98;34;77;26;4;NA;11.5;5.3;5.1
H9-;3439246;1;Kvi;98;104;11;MSR;NA;10;99;34.7;77;28;4;34.6;12.8;5.3;5.3
H9-;3439253;1;Kvi;98;87;9;MSR;NA;10;NA;34;75;NA;2;35.3;11.8;5.2;5
H9-;3439254;1;Kvi;98;97;9;MSR;NA;10;97;34;78;28;3;34.6;11.9;5.4;5.1
V9-;3439255;1;Kvi;98;87;10;MSR;NA;10;NA;35.5;NA;NA;2;35.1;11.3;5;5.3
H9-;3439257;1;Kvi;98;87;9;MSR;NA;10;NA;33.8;NA;NA;2;32.1;11.9;5;5.1
H9-;3439258;1;Kvi;98;87;9;MSR;NA;10;NA;34.15;NA;NA;3;35.4;10.9;5;5.2
H-;3439344;1;Kvi;98;97;5;MSR;NA;10;95;32.9;76;28;3;29.3;11.8;5;5
H-;3439359;1;Kvi;98;107;11;MSR;NA;10;93;33.2;73;27;4;30;11.2;5.2;5
H-;3439360;1;Kvi;98;107;11;MSR;NA;10;95;30.9;75;28;2;28.3;12.2;5.5;5.7
H-;3439371;1;Kvi;98;117;11;JDT;NA;10;93;31.55;76;28;2;27.3;11.6;5.1;4.7
H-;3439371;2;Kvi;98;122;9;JDT;NA;10;93;31.6;75;30;2;26.6;12;5.5;4.8
H-;3439374;1;Kvi;98;126;11;SOL;NA;10;95;33.75;74;26;3;32.1;11.4;5.8;5.4
H-;3439375;1;Ess;98;127;7;JSD;NA;10;98;32.9;75;29;4;31.3;11.8;NA;5.1
H-;3439376;1;Kvi;98;129;8;MSR;NA;10;94;32.25;71;27;2;29.4;10.1;5.2;5.2
H8-;3431791;1;Kvi;97;134;8;MRA;NA;10;100;32.8;75;28;2;30.6;12.2;5.1;4.9
