ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
H9-94;;1.00;Kvi;92.00;49.00;11.00;SBH;2.00;30.00;97.00;33.00;77.00;29.00;2.00;30.70;12.60;5.10;5.00
V-99;;1.00;Kvi;92.00;44.00;10.00;DHT;1.00;75.00;105.00;33.40;81.00;30.00;1.00;34.80;12.60;5.30;5.00
V8-00;;1.00;Lett;92.00;15.00;12.00;SBH;1.00;35.00;103.00;34.10;84.00;32.00;1.00;34.40;13.00;5.30;5.20
V8-07;;1.00;Lett;92.00;14.00;13.00;MSN;1.00;35.00;102.00;32.80;84.00;30.00;2.00;35.80;13.20;5.20;5.10
V8-08;;1.00;Lett;92.00;15.00;15.00;MSN;1.00;35.00;102.00;34.10;84.00;32.00;3.00;34.30;12.50;5.00;4.90
V8-10;;1.00;Lett;92.00;14.00;17.00;SBH;1.00;35.00;100.00;34.70;80.00;30.00;4.00;38.80;12.90;5.20;5.10
V8-11;;1.00;Lett;92.00;12.00;13.00;SBH;1.00;35.00;103.00;34.00;80.00;31.50;2.00;34.70;12.10;5.20;5.10
V8-15;;1.00;Lett;92.00;14.00;16.00;SBH;1.00;35.00;103.00;32.00;86.00;31.00;3.00;33.80;12.90;5.50;5.20
V8-17;;1.00;Lett;92.00;15.00;16.00;MSN;1.00;35.00;101.00;33.80;81.00;31.00;2.00;36.50;12.80;5.10;4.80
V8-20;;1.00;Lett;92.00;15.00;12.00;SBH;1.00;20.00;99.00;33.10;79.00;30.00;3.00;36.80;12.10;5.20;5.00
V8-22;;1.00;Lett;92.00;11.00;13.00;MSN;1.00;35.00;100.50;33.70;82.00;31.50;3.00;34.30;12.40;5.30;4.90
V8-44;;1.00;Lett;92.00;14.00;13.00;MSN;1.00;35.00;103.00;33.20;86.00;32.00;2.00;34.30;12.80;4.90;4.80
V8-47;;1.00;Lett;92.00;12.00;11.00;SBH;1.00;35.00;103.00;34.30;84.00;31.00;2.00;35.70;12.30;5.40;5.10
V8-48;;1.00;Lett;92.00;15.00;16.00;MSN;1.00;35.00;103.00;33.90;83.00;32.50;2.00;36.30;13.20;5.30;5.10
V8-50;;1.00;Lett;92.00;14.00;12.00;MSN;1.00;35.00;99.00;33.40;80.50;29.00;2.00;35.40;12.90;5.30;5.10
V8-52;;1.00;Lett;92.00;11.00;16.00;MSN;1.00;35.00;100.00;32.10;78.00;30.50;3.00;34.30;12.70;5.00;5.00
V8-55;;1.00;Lett;92.00;13.00;11.00;SBH;1.00;35.00;101.00;33.80;79.00;31.00;2.00;35.50;13.00;5.00;5.00
V8-72;;1.00;Lett;92.00;12.00;11.00;SBH;1.00;35.00;102.00;34.70;83.00;31.00;3.00;36.50;13.20;5.40;5.10
V8-74;;1.00;Lett;92.00;15.00;13.00;SBH;2.00;35.00;99.00;32.90;83.00;31.00;4.00;37.40;12.60;5.20;5.20
V8-79;;1.00;Lett;92.00;14.00;11.00;MSN;1.00;35.00;97.50;33.20;81.00;28.00;1.00;33.50;12.30;5.20;5.00
V8-85;;1.00;Lett;92.00;12.00;12.00;SBH;1.00;35.00;101.00;32.60;80.00;29.50;2.00;36.00;13.00;5.20;5.00
V8-88;;1.00;Lett;92.00;14.00;10.00;MSN;1.00;35.00;104.00;34.20;82.00;29.50;2.00;34.70;13.60;5.20;5.20
V8-89;;1.00;Lett;92.00;14.00;17.00;SBH;1.00;35.00;97.00;32.80;79.00;30.00;2.00;32.60;12.50;4.90;5.00
V8-95;;1.00;Lett;92.00;12.00;10.00;SBH;1.00;35.00;100.00;32.90;79.00;28.00;2.00;33.40;13.10;5.20;5.20
V8-98;;1.00;Lett;92.00;15.00;15.00;MSN;1.00;35.00;102.00;33.70;83.00;31.50;3.00;36.10;13.20;5.40;5.20
V8-99;;1.00;Lett;92.00;11.00;11.00;SBH;1.00;35.00;103.00;33.00;81.00;31.50;2.00;33.40;12.70;5.60;5.00
1H-11;;1.00;Seg;92.00;31.00;6.00;SBH;1.00;35.00;101.00;32.80;77.00;31.00;2.00;31.80;12.80;5.10;4.80
1H-22;;1.00;Seg;92.00;48.00;11.00;DHT;2.00;35.00;95.00;32.60;73.00;95.00;2.00;27.90;12.30;4.60;5.20
1H-29;;1.00;Seg;92.00;31.00;9.00;SBH;1.00;35.00;106.00;34.30;83.00;33.00;2.00;35.30;12.50;5.10;5.00
1H-32;;1.00;Seg;92.00;33.00;35.00;DHT;1.00;35.00;104.00;35.20;84.00;30.50;1.00;37.20;12.30;5.30;5.00
1H-35;;1.00;Seg;92.00;33.00;8.00;DHT;2.00;35.00;100.00;32.60;78.00;30.00;2.00;33.40;12.20;5.00;5.20
1H-42;;1.00;Seg;92.00;31.00;10.00;SBH;1.00;35.00;102.00;33.20;81.00;29.00;1.00;36.80;12.20;5.20;5.00
1H-45;;1.00;Seg;92.00;33.00;6.00;DHT;1.00;35.00;103.00;33.10;78.00;30.50;1.00;34.40;11.70;5.40;5.00
1H-59;;1.00;Seg;92.00;33.00;8.00;DHT;1.00;35.00;102.00;33.10;80.00;29.50;1.00;34.50;13.10;5.20;5.00
1H-77;;1.00;Seg;92.00;33.00;13.00;DHT;1.00;35.00;102.00;33.70;81.00;30.50;2.00;34.80;12.80;5.30;5.00
1H-78;;1.00;Seg;92.00;48.00;6.00;DHT;1.00;35.00;100.00;33.10;78.00;29.00;.00;31.80;11.40;5.30;5.20
2H-8;;1.00;Seg;92.00;31.00;6.00;SBH;1.00;60.00;106.00;33.10;84.00;33.00;1.00;34.90;13.80;5.10;5.10
H7-98;;1.00;Seg;92.00;57.00;8.00;SBH;2.00;80.00;99.00;33.50;75.00;;1.00;38.30;13.10;5.20;5.20
H9-01;;1.00;Seg;92.00;57.00;9.00;DHT;2.00;30.00;97.00;34.10;75.00;28.00;1.00;30.30;13.00;5.20;4.80
H9-05;;1.00;Seg;92.00;57.00;10.00;SBH;2.00;30.00;97.00;32.20;74.00;28.00;3.00;34.00;12.70;5.10;5.00
1H-14;;1.00;Tys;92.00;35.00;6.00;SBH;1.00;35.00;103.00;34.70;81.00;29.00;1.00;33.70;13.00;5.10;4.90
1H-18;;1.00;Tys;92.00;35.00;7.00;SBH;1.00;20.00;100.00;34.00;79.00;29.00;1.00;34.20;13.10;5.10;5.00
1H-79;;1.00;Tys;92.00;35.00;9.00;SBH;1.00;35.00;103.00;34.10;82.00;31.00;1.00;35.00;12.70;5.10;5.10
1H-93;;1.00;Tys;92.00;35.00;8.00;SBH;1.00;35.00;100.00;33.70;77.00;29.00;1.00;32.20;13.10;5.00;4.70
2H-38;;1.00;Kvi;93.00;48.00;12.00;BNN;2.00;70.00;98.00;32.10;77.00;29.00;1.00;29.80;12.20;5.10;5.10
2H-38;;2.00;Kvi;93.00;72.00;6.00;PFD;2.00;70.00;98.00;31.90;;;.00;28.40;;;
H0-01;;1.00;Kvi;93.00;72.00;9.00;PRD;1.00;30.00;98.00;33.00;;;2.00;30.20;;;
H0-09;;1.00;Kvi;93.00;76.00;8.00;PRD;2.00;30.00;98.00;32.10;;;;29.50;;;
H0-27;;1.00;Kvi;93.00;35.00;12.00;SBH;1.00;30.00;98.00;34.60;76.00;28.00;2.00;33.90;12.80;5.10;5.00
H0-27;;2.00;Kvi;93.00;45.00;8.00;DHT;1.00;30.00;98.00;34.60;76.00;28.50;.00;29.20;;;
H0-27;;3.00;Kvi;93.00;50.00;7.00;BNN;1.00;30.00;98.00;34.70;;;1.00;30.20;;;
H0-27;;4.00;Kvi;93.00;71.00;10.00;DHT;1.00;30.00;97.00;34.50;;;1.00;31.70;;;
H0-49;;1.00;Kvi;93.00;48.00;9.00;SBH;2.00;30.00;94.00;32.60;70.00;27.50;2.00;30.70;12.90;5.10;5.10
H0-52;;1.00;Kvi;93.00;10.00;17.00;BNN;1.00;30.00;104.00;32.90;81.00;31.00;1.00;34.70;12.20;5.10;5.00
H0-52;;2.00;Kvi;93.00;35.00;7.00;SBH;1.00;30.00;103.00;32.80;;;1.00;34.70;;;
H0-77;;1.00;Kvi;93.00;46.00;10.00;DHT;1.00;30.00;100.00;33.90;81.00;29.50;1.00;30.90;11.70;5.00;4.80
H0-81;;1.00;Kvi;93.00;39.00;16.00;AKT;2.00;30.00;95.00;31.10;74.00;26.00;2.00;30.10;12.60;5.10;5.20
H0-92;;1.00;Kvi;93.00;39.00;9.00;DHT;2.00;30.00;99.00;32.60;79.00;27.50;2.00;30.80;12.10;4.90;4.90
H1-09;;1.00;Kvi;93.00;30.00;8.00;AKT;2.00;20.00;96.00;31.20;74.00;26.00;2.00;32.10;11.80;4.90;4.90
H1-15;;1.00;Kvi;93.00;14.00;20.00;AKT;1.00;20.00;99.00;35.10;78.00;28.00;3.00;37.80;12.10;5.10;4.80
H1-22;;1.00;Kvi;93.00;30.00;11.00;DHT;2.00;20.00;95.30;31.90;75.00;28.50;2.00;33.20;12.00;5.10;5.10
H1-27;;1.00;Kvi;93.00;54.00;8.00;SBH;2.00;20.00;94.00;33.70;72.00;29.00;3.00;35.20;12.80;5.00;5.00
H1-51;;1.00;Kvi;93.00;30.00;14.00;DHT;2.00;20.00;96.00;33.70;73.00;29.50;2.00;36.40;12.80;5.30;5.20
H1-53;;1.00;Kvi;93.00;19.00;11.00;BNN;1.00;20.00;99.00;33.20;77.00;28.00;3.00;36.70;12.10;5.10;5.20
H1-82;;1.00;Kvi;93.00;54.00;6.00;BNN;2.00;20.00;94.00;33.70;76.00;26.00;2.00;31.90;12.90;5.20;5.10
H1-84;;1.00;Kvi;93.00;24.00;6.00;AKT;1.00;20.00;104.00;33.00;79.00;27.00;1.00;34.90;12.60;5.00;5.20
H1-97;;1.00;Kvi;93.00;28.00;11.00;DHT;1.00;20.00;99.30;33.80;79.00;29.00;1.00;35.60;12.90;5.40;5.00
H1-97;;2.00;Kvi;93.00;56.00;8.00;PRD;1.00;20.00;98.00;33.90;;;1.00;33.30;;;
H1-97;;3.00;Kvi;93.00;80.00;9.00;PRD;1.00;20.00;97.00;33.90;;;2.00;34.20;;;
H1-97;;4.00;Kvi;93.00;94.00;6.00;……N;1.00;20.00;98.00;33.90;;;.00;30.70;;;
H1-98;;1.00;Kvi;93.00;33.00;9.00;SBH;1.00;20.00;101.00;33.60;78.00;29.00;3.00;36.00;12.30;5.30;5.00
H5-82;;1.00;Kvi;93.00;45.00;10.00;DHT;2.00;60.00;97.00;33.00;74.00;27.50;1.00;29.60;12.10;5.20;5.00
H5-89;;1.00;Kvi;93.00;35.00;7.00;BNN;1.00;60.00;100.00;34.80;81.00;29.00;2.00;36.20;12.80;5.20;5.10
H7-00;;1.00;Kvi;93.00;11.00;11.00;DHT;1.00;35.00;103.00;32.90;84.00;29.00;2.00;33.80;11.70;5.20;5.00
H7-05;;1.00;Kvi;93.00;28.00;9.00;BNN;1.00;20.00;105.00;33.20;81.00;29.00;2.00;34.20;13.20;5.20;5.50
H7-09;;1.00;Kvi;93.00;36.00;11.00;DHT;2.00;35.00;97.00;32.00;75.00;27.50;2.00;31.80;12.80;5.00;5.00
H7-11;;1.00;Kvi;93.00;45.00;7.00;DHT;2.00;45.00;99.00;32.30;78.00;30.00;.00;29.50;12.10;5.00;5.00
H7-12;;1.00;Kvi;93.00;23.00;8.00;AKT;1.00;35.00;100.00;32.90;79.00;26.00;2.00;34.50;13.20;5.30;5.20
H7-18;;1.00;Kvi;93.00;36.00;10.00;DHT;1.00;30.00;102.00;32.60;80.00;29.00;1.00;34.60;12.00;5.10;4.90
H7-19;;1.00;Kvi;93.00;32.00;11.00;AKT;1.00;25.00;102.00;32.90;82.00;30.00;2.00;;11.90;5.10;5.10
H7-19;;2.00;Kvi;93.00;74.00;8.00;PFD;1.00;20.00;101.00;;;;1.00;33.20;;;
H7-3;;1.00;Kvi;93.00;34.00;8.00;BNN;1.00;80.00;102.00;34.00;78.00;29.00;2.00;33.30;12.20;5.10;4.90
H7-31;;1.00;Kvi;93.00;49.00;10.00;BNN;2.00;20.00;94.00;31.40;74.00;27.00;3.00;33.40;12.20;5.10;5.10
H7-32;;1.00;Kvi;93.00;28.00;11.00;BNN;2.00;20.00;95.00;33.80;75.00;27.00;;36.70;12.90;5.10;4.90
H7-38;;1.00;Kvi;93.00;13.00;8.00;BNN;1.00;35.00;100.50;33.80;79.00;29.00;2.00;36.60;12.00;5.10;4.90
H7-41;3377753.00;1.00;Kvi;93.00;46.00;10.00;DHT;2.00;45.00;99.00;33.90;78.00;30.00;.00;30.60;12.50;5.10;5.10
H7-43;;1.00;Kvi;93.00;59.00;7.00;BNN;1.00;35.00;101.00;33.30;83.00;28.00;2.00;31.20;12.40;5.30;5.20
H7-51;;1.00;Kvi;93.00;40.00;8.00;SBH;2.00;20.00;95.00;32.00;;;2.00;31.00;11.10;5.00;4.90
H7-52;;1.00;Kvi;93.00;69.00;10.00;DHT;2.00;20.00;95.00;30.30;72.00;28.50;.00;27.30;11.30;4.90;5.00
H7-54;;1.00;Kvi;93.00;40.00;9.00;SBH;2.00;35.00;96.00;32.00;75.00;;2.00;32.00;12.80;5.00;5.20
H7-73;;1.00;Kvi;93.00;27.00;7.00;AKT;2.00;35.00;96.00;33.40;72.00;29.00;3.00;32.10;13.00;4.90;5.10
H7-74;;1.00;Kvi;93.00;65.00;9.00;BNN;1.00;20.00;99.00;34.40;77.00;29.00;1.00;32.10;12.00;5.20;5.10
H7-75;;1.00;Kvi;93.00;51.00;8.00;SBH;2.00;45.00;101.00;33.20;78.00;29.00;2.00;33.20;13.50;5.10;4.90
H7-78;;1.00;Kvi;93.00;48.00;12.00;BNN;1.00;55.00;99.50;34.80;79.00;27.50;1.00;33.40;12.10;5.30;5.10
H7-80;;1.00;Kvi;93.00;39.00;8.00;AKT;1.00;45.00;104.00;32.20;83.00;28.00;2.00;35.40;13.00;5.10;5.10
H7-81;;1.00;Kvi;93.00;35.00;8.00;BNN;2.00;20.00;94.00;32.80;77.00;27.00;3.00;35.70;12.30;5.10;5.10
H7-82;;1.00;Kvi;93.00;47.00;13.00;DHT;2.00;55.00;100.30;30.90;79.00;30.00;2.00;29.50;12.10;5.00;4.80
H7-87;;1.00;Kvi;93.00;37.00;13.00;DHT;1.00;45.00;100.00;34.00;79.00;29.00;1.00;35.30;12.70;5.20;5.00
H7-88;;1.00;Kvi;93.00;45.00;11.00;DHT;2.00;35.00;97.30;32.10;75.00;29.50;1.00;30.00;11.50;5.10;5.00
H7-90;;1.00;Kvi;93.00;49.00;17.00;DHT;2.00;35.00;95.40;32.90;71.00;28.00;2.00;32.40;11.50;5.00;5.20
H7-92;;1.00;Kvi;93.00;40.00;7.00;AKT;2.00;35.00;100.00;30.90;77.00;27.50;.00;32.70;12.00;5.00;5.10
H7-97;;1.00;Kvi;93.00;38.00;9.00;BNN;2.00;20.00;96.00;32.40;77.00;28.00;1.00;35.80;12.20;5.10;5.20
H8-25;;1.00;Kvi;93.00;29.00;11.00;BNN;1.00;50.00;99.50;34.20;80.00;28.00;2.00;38.10;13.00;5.30;5.20
H8-27;;1.00;Kvi;93.00;59.00;9.00;BNN;2.00;50.00;97.00;32.60;77.00;29.00;1.00;30.90;12.20;5.00;4.90
H8-72;;1.00;Kvi;93.00;50.00;9.00;DHT;1.00;50.00;100.60;33.60;81.00;29.00;1.00;33.60;12.80;5.20;5.00
H8-72;;2.00;Kvi;93.00;82.00;6.00;PRD;1.00;50.00;99.00;33.70;;;5.00;35.80;;;
H9-05;;1.00;Kvi;93.00;73.00;7.00;DHT;2.00;40.00;97.00;32.00;73.00;26.00;.00;28.80;12.00;5.10;5.00
H9-85;;1.00;Kvi;93.00;50.00;8.00;BNN;2.00;40.00;96.00;31.80;76.00;29.00;1.00;30.30;12.20;5.00;4.90
H9-88;;1.00;Kvi;93.00;23.00;8.00;AKT;1.00;40.00;105.00;33.00;83.00;29.00;1.00;34.60;12.20;5.10;4.90
H9-94;;1.00;Kvi;93.00;46.00;8.00;BNN;2.00;40.00;98.00;33.00;79.00;29.00;2.00;32.10;12.00;5.20;5.00
V-57;;1.00;Kvi;93.00;36.00;11.00;DHT;1.00;50.00;101.30;32.90;80.00;29.00;1.00;33.40;12.20;5.10;4.90
V-59;;1.00;Kvi;93.00;32.00;10.00;AKT;2.00;60.00;97.00;33.50;74.00;29.00;1.00;30.30;13.20;5.10;5.10
V-99;;1.00;Kvi;93.00;39.00;14.00;DHT;1.00;85.00;104.00;33.30;80.00;31.00;2.00;35.50;13.70;5.30;5.00
1H-03;;1.00;Seg;93.00;52.00;9.00;SBH;2.00;35.00;96.00;31.90;75.00;30.00;3.00;29.70;12.00;4.90;5.10
1H-17;;1.00;Seg;93.00;19.00;9.00;AKT;2.00;25.00;95.00;32.10;76.00;28.00;3.00;34.90;12.10;5.40;5.10
1H-21;;1.00;Seg;93.00;22.00;7.00;AKT;1.00;35.00;99.00;34.00;75.00;28.00;1.00;;12.80;5.10;5.20
1H-30;;1.00;Seg;93.00;10.00;10.00;DHT;1.00;35.00;100.00;34.50;76.00;29.50;3.00;34.90;12.80;5.20;5.00
1H-30;;2.00;Seg;93.00;43.00;10.00;DHT;1.00;35.00;100.00;34.20;76.00;30.50;.00;32.60;11.90;5.10;5.00
1H-45;;1.00;Seg;93.00;49.00;7.00;SBH;1.00;45.00;102.00;33.00;78.00;31.00;2.00;33.90;11.80;5.30;5.10
1H-51;;1.00;Seg;93.00;45.00;15.00;BNN;2.00;35.00;99.00;33.80;77.00;29.00;1.00;31.40;12.80;5.20;5.10
1H-54;;1.00;Seg;93.00;19.00;7.00;AKT;2.00;25.00;96.00;32.00;75.00;27.00;3.00;33.90;12.30;4.70;5.00
1H-55;;1.00;Seg;93.00;24.00;10.00;BNN;1.00;55.00;103.00;33.80;83.00;28.00;2.00;36.60;13.40;5.20;5.50
1H-58;;1.00;Seg;93.00;51.00;9.00;BNN;2.00;35.00;96.00;31.70;75.00;28.00;2.00;;13.10;5.10;5.10
1H-59;;1.00;Seg;93.00;17.00;8.00;DHT;1.00;45.00;102.00;33.50;81.00;29.50;2.00;34.10;13.30;5.50;5.00
1H-73;;1.00;Seg;93.00;32.00;8.00;DHT;2.00;35.00;100.00;31.70;76.00;30.00;2.00;33.20;12.10;5.20;5.20
1H-83;;1.00;Seg;93.00;54.00;9.00;BNN;1.00;20.00;99.00;33.70;77.00;27.00;3.00;33.90;12.80;5.30;5.00
1H-84;;1.00;Seg;93.00;32.00;10.00;DHT;2.00;35.00;99.00;30.40;80.00;30.00;4.00;32.70;12.10;5.20;5.00
1H-85;;1.00;Seg;93.00;25.00;9.00;AKT;2.00;35.00;101.00;33.90;79.00;29.00;5.00;34.00;12.30;5.00;5.10
1H-89;;1.00;Seg;93.00;23.00;8.00;DHT;2.00;35.00;98.00;33.20;77.00;28.00;3.00;33.90;13.10;5.20;5.40
1H-90;;1.00;Seg;93.00;41.00;9.00;AKT;1.00;20.00;100.00;32.90;80.00;29.00;1.00;33.40;12.30;5.10;5.10
1H-95;;1.00;Seg;93.00;17.00;11.00;DHT;2.00;35.00;94.30;31.90;74.00;27.00;3.00;28.60;11.90;5.20;5.00
1H-97;;1.00;Seg;93.00;17.00;8.00;DHT;1.00;35.00;102.40;32.90;81.00;31.00;3.00;35.80;12.00;5.30;5.00
1V-98;;1.00;Seg;93.00;18.00;10.00;BNN;1.00;75.00;99.50;33.80;78.00;30.00;1.00;;12.80;5.20;5.10
H0-22;;1.00;Seg;93.00;21.00;14.00;DHT;1.00;30.00;105.00;33.60;82.00;29.50;1.00;40.80;13.00;5.50;5.20
H0-22;;2.00;Seg;93.00;45.00;15.00;BNN;1.00;30.00;;;;;1.00;33.70;;;
H0-28;;1.00;Seg;93.00;21.00;9.00;BNN;2.00;30.00;96.00;32.80;74.00;27.00;3.00;33.70;12.50;5.20;5.10
H0-28;;2.00;Seg;93.00;48.00;10.00;DHT;2.00;30.00;97.00;32.80;75.00;27.00;1.00;30.00;12.40;5.30;4.90
H5-99;;1.00;Seg;93.00;48.00;9.00;DHT;1.00;60.00;103.00;33.20;80.00;30.00;2.00;34.10;12.70;5.50;5.30
H7-89;;1.00;Seg;93.00;25.00;10.00;AKT;1.00;30.00;102.00;33.90;81.00;28.00;1.00;32.70;12.90;5.10;5.20
H9-22;;1.00;Seg;93.00;43.00;10.00;DHT;2.00;40.00;99.00;33.50;76.00;28.00;3.00;38.80;11.90;5.10;5.00
1H-05;;1.00;Tys;93.00;36.00;6.00;SBH;1.00;35.00;103.00;33.50;80.00;31.00;1.00;37.20;13.00;5.10;5.00
1V-33;;1.00;Kra;94.00;25.00;6.00;SBH;1.00;20.00;101.00;34.10;77.00;31.00;1.00;34.70;13.20;5.20;4.80
1H-2;;1.00;Kvi;94.00;30.00;17.00;DHT;1.00;30.00;100.00;34.20;78.00;30.00;2.00;35.30;13.00;5.00;5.20
1H-5;;2.00;Kvi;94.00;25.00;11.00; ;2.00;35.00;100.00;33.40;78.00;30.00;3.00;34.60;12.20;5.30;5.60
1H-5;;1.00;Kvi;94.00;54.00;;AKT;2.00;35.00;100.00;33.20;77.00;29.00;1.00;30.40;12.20;5.10;5.10
1H-5;;3.00;Kvi;94.00;66.00;7.00;AKT;2.00;35.00;99.00;33.20;76.00;29.50;2.00;29.90;11.90;5.10;5.30
H0-27;;1.00;Kvi;94.00;41.00;9.00;SBH;1.00;35.00;98.80;34.50;76.00;30.00;1.00;32.60;12.70;5.10;5.00
H0-49;;1.00;Kvi;94.00;48.00;11.00;AKT;2.00;40.00;94.00;32.60;70.00;27.00;2.00;31.60;13.10;5.20;4.90
H0-52;;1.00;Kvi;94.00;42.00;11.00;BNN;1.00;40.00;103.00;33.00;80.00;30.00;2.00;32.80;12.10;5.20;5.10
H0-81;;1.00;Kvi;94.00;11.00;11.00;SBH;2.00;40.00;95.00;31.10;74.00;29.00;3.00;30.70;12.80;5.10;5.10
H0-81;;2.00;Kvi;94.00;44.00;9.00;AKT;2.00;30.00;94.00;31.10;74.00;29.00;1.00;28.20;12.80;5.10;5.10
H0-92;;1.00;Kvi;94.00;11.00;8.00;SBH;2.00;40.00;100.00;32.70;77.00;31.00;4.00;31.30;12.00;5.00;5.00
H1-17;;1.00;Kvi;94.00;27.00;10.00;DHT;1.00;30.00;102.00;34.30;79.00;29.00;2.00;35.30;13.40;5.30;5.50
H1-23;;1.00;Kvi;94.00;49.00;11.00;AKT;2.00;30.00;97.00;32.70;76.00;28.00;2.00;32.50;12.10;5.10;5.20
H1-23;;2.00;Kvi;94.00;91.00;8.00;BNN;2.00;30.00;98.00;32.70;74.00;30.00;2.00;29.80;;;
H1-50;;1.00;Kvi;94.00;11.00;8.00;SBH;1.00;30.00;101.00;33.60;81.00;32.00;2.00;32.50;13.10;5.10;5.00
H1-50;;2.00;Kvi;94.00;62.00;9.00;AKT;1.00;30.00;101.00;33.40;80.00;29.00;2.00;32.90;13.00;5.20;5.10
H1-51;;1.00;Kvi;94.00;47.00;7.00;SBH;2.00;30.00;94.50;33.60;72.00;28.50;2.00;35.60;12.80;5.30;5.10
H1-53;;1.00;Kvi;94.00;36.00;10.00;SBH;1.00;30.00;100.00;33.70;77.00;31.00;2.00;36.80;12.50;5.20;5.00
H1-98;;1.00;Kvi;94.00;32.00;12.00;SBH;1.00;30.00;103.00;33.60;82.00;30.00;1.00;;12.40;5.30;4.90
H2-05;;1.00;Kvi;94.00;30.00;7.00;DHT;1.00;20.00;101.00;33.90;79.00;29.00;2.00;33.70;12.30;5.20;5.00
H2-09;;1.00;Kvi;94.00;27.00;13.00;MHN;2.00;20.00;94.00;33.00;;28.00;;30.00;12.00;5.00;4.90
H2-17;;1.00;Kvi;94.00;45.00;6.00;SBH;2.00;20.00;94.00;32.60;73.00;27.00;2.00;33.40;12.10;5.00;4.90
H2-25;;1.00;Kvi;94.00;30.00;8.00;SBH;1.00;20.00;100.00;34.90;78.00;29.00;1.00;34.00;12.10;5.10;5.00
H2-28;;1.00;Kvi;94.00;30.00;8.00;SBH;1.00;20.00;100.00;33.60;79.00;29.00;1.00;34.80;12.80;5.00;5.00
H2-59;;1.00;Kvi;94.00;22.00;9.00;DHT;1.00;20.00;100.60;35.45;80.00;29.50;1.00;38.00;14.10;5.50;5.50
H2-99;;1.00;Kvi;94.00;33.00;10.00;DHT;2.00;20.00;96.00;32.75;73.00;28.00;1.00;34.40;12.30;5.10;5.00
H2-99;;2.00;Kvi;94.00;62.00;7.00;AKT;2.00;20.00;95.50;32.90;72.00;;3.00;30.40;12.20;5.00;5.20
H5-79;;1.00;Kvi;94.00;59.00;9.00;BNN;2.00;70.00;94.00;32.10;75.00;28.00;;;12.30;;
H5-89;;1.00;Kvi;94.00;41.00;7.00;SBH;1.00;35.00;100.00;34.80;81.00;30.00;1.00;35.30;12.20;5.10;4.90
H7-00;;1.00;Kvi;94.00;25.00;12.00;DHT;1.00;35.00;103.00;33.00;83.00;29.00;1.00;33.00;11.80;5.30;5.00
H7-00;;2.00;Kvi;94.00;40.00;10.00;SBH;1.00;35.00;103.00;32.90;83.00;29.50;1.00;30.80;11.60;5.20;5.10
H7-01;;1.00;Kvi;94.00;30.00;10.00;DHT;1.00;35.00;100.00;33.20;76.00;30.00;1.00;34.30;12.60;5.40;5.20
H7-03;;1.00;Kvi;94.00;40.00;6.00;SBH;2.00;20.00;95.00;30.80;73.00;30.00;2.00;30.80;11.80;4.80;4.80
H7-07;;1.00;Kvi;94.00;32.00;11.00;SBH;2.00;35.00;96.00;33.10;74.00;29.00;3.00;33.40;12.80;5.20;5.00
H7-08;;1.00;Kvi;94.00;14.00;8.00;SBH;1.00;35.00;100.00;34.70;78.00;31.00;1.00;34.60;12.80;5.10;4.90
H7-11;;1.00;Kvi;94.00;40.00;9.00;SBH;2.00;35.00;100.00;32.30;77.00;30.00;3.00;31.00;11.90;5.00;4.80
H7-13;;1.00;Kvi;94.00;30.00;12.00;DHT;1.00;35.00;99.00;33.45;78.00;29.50;1.00;34.20;12.10;5.20;4.90
H7-18;;1.00;Kvi;94.00;47.00;8.00;AKT;1.00;40.00;102.00;32.90;79.00;29.00;2.00;35.20;12.00;5.10;5.00
H7-19;;1.00;Kvi;94.00;42.00;11.00;SBH;1.00;35.00;103.00;32.90;82.00;29.50;1.00;35.80;12.00;5.00;5.00
H7-31;;1.00;Kvi;94.00;62.00;9.00;AKT;2.00;35.00;94.00;31.10;75.00;28.00;3.00;34.70;12.10;5.20;5.30
H7-34;;1.00;Kvi;94.00;15.00;17.00;BHN;1.00;20.00;98.00;34.00;75.00;28.00;2.00;34.70;11.80;5.50;4.70
H7-38;;1.00;Kvi;94.00;42.00;12.00;SBH;1.00;35.00;99.60;33.80;79.00;29.00;1.00;34.50;12.00;5.20;4.80
H7-38;;2.00;Kvi;94.00;62.00;9.00;AKT;1.00;35.00;99.00;33.60;79.00;29.00;3.00;33.60;12.40;5.30;4.90
H7-40;3395938.00;1.00;Kvi;94.00;28.00;8.00;MHN;2.00;20.00;93.00;31.50;;27.50;.00;30.40;12.00;4.90;4.90
H7-41;3377753.00;1.00;Kvi;94.00;45.00;8.00;SBH;2.00;35.00;98.00;34.00;76.00;29.00;2.00;32.20;12.30;4.90;5.00
H7-43;;1.00;Kvi;94.00;32.00;12.00;SBH;1.00;35.00;103.00;33.20;83.00;30.00;1.00;32.70;11.80;5.00;4.90
H7-52;;1.00;Kvi;94.00;65.00;8.00;BNN;2.00;30.00;98.00;30.80;73.00;27.00;1.00;28.40;12.10;5.10;5.20
H7-54;;1.00;Kvi;94.00;41.00;14.00;BNN;2.00;35.00;97.00;32.10;78.00;28.00;1.00;38.70;12.60;5.30;5.20
H7-74;;1.00;Kvi;94.00;34.00;6.00;SBH;1.00;30.00;103.00;34.80;80.00;31.50;1.00;34.20;11.80;5.00;4.90
